Sequence ID	1_A1_scoreScore1_x	1_A1_scoreScore2_x	1_A1-final-viral-score_vs2_scoreScore1	1_A1-final-viral-score_vs2_scoreScore2	1_A1-final-viral-score_vs2_scoreScore3	1_VIBRANT_genome_quality_A1_scoreScore1	1_VIBRANT_genome_quality_A1_scoreScore2	1_VIBRANT_genome_quality_A1_scoreScore3	1_VIBRANT_genome_quality_A1_scoreScore4	1_A1_scoreScore1_y	1_A1_scoreScore2_y	2_A1_scoreScore	2_A1_scoreScore1_x	2_A1_scoreScore2_x	2_A1-final-viral-score_vs2_add_scoreScore	2_A1_scoreScore1_y	2_A1_scoreScore2_y	3_A1_scoreScore1_x	3_A1_scoreScore2_x	3_A1_scoreScore3_x	3_A1-final-viral-score_vs2_rmv_scoreScore	3_A1_scoreScore1_y	3_A1_scoreScore2_y	3_A1_scoreScore3_y
k141_1003175	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003176	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003177	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003178	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003179	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_100318	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003180	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003181	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003182	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003183	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003184	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003185	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003186	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003187	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003188	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003189	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_100319	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
k141_1003190	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003191	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003192	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003193	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003194	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k141_1003196	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k141_1003197	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003198	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003199	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_10032	1	1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0
k141_100320	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003200	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003201	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k141_1003202	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003203	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003204	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003205	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003206	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003206	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003207	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003208	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	-1	0	0	0
k141_1003209	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_100321	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003210	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003211	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0
k141_1003212	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0
k141_1003213	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0
k141_1003214	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003215	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003216	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003217	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003218	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003219	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k141_100322	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003220	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	-1	0	0	0
k141_1003221	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003222	1	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003223	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003224	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0
k141_1003225	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003226	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003227	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
k141_1003228	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003229	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_100323	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003230	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003231	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003232	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003233	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003234	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003235	0	0	1	1	1	0	0	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003236	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003237	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003238	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003239	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_100324	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0
k141_1003240	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003241	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
k141_1003242	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003243	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0
k141_1003244	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003245	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003246	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003247	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003248	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003249	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
k141_100325	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003250	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003251	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003252	0	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003253	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
k141_1003254	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003255	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003256	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003257	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003258	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003259	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_100326	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0
k141_1003260	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003261	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003262	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003263	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003264	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003265	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0
k141_1003266	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0
k141_1003267	1	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003268	1	1	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003269	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_100327	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0
k141_1003270	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
k141_1003271	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003272	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003273	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
k141_1003274	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003275	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003276	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003277	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003278	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003279	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_100328	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0
k141_1003280	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
k141_1003281	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003282	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
k141_1003283	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003284	0	0	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003285	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003286	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003287	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k141_1003288	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003289	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_100329	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003290	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003291	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003292	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003293	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003294	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003295	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003296	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003297	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003298	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
k141_1003299	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_10033	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0
k141_100330	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003300	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003301	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003302	1	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003303	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0
k141_1003304	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003305	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003306	1	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003307	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003308	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003309	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_100331	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
k141_1003310	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
k141_1003311	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003312	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003313	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003314	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003315	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003316	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003317	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003318	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003319	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_100332	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003320	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003321	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003322	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003323	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003324	1	0	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003325	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003326	0	0	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003327	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003328	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003329	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_100333	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003330	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003331	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003332	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
k141_1003333	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
k141_1003334	0	0	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003335	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003335	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003336	0	0	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003337	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003338	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003339	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_100334	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003340	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003341	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
k141_1003342	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003343	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
k141_1003344	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003345	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003346	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003347	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003348	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003349	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_100335	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003350	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003351	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003352	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003353	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003354	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003355	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003356	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003357	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003358	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003359	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_100336	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003360	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003361	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003362	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003363	0	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003364	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
k141_1003365	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003366	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003367	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
k141_1003368	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003369	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_100337	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003370	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003371	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003372	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003373	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003374	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
k141_1003375	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003376	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
k141_1003377	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003378	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003379	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_100338	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
k141_1003380	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003381	0	0	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003381	0	0	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0
k141_1003382	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003383	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003384	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0
k141_1003385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k141_1003386	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003387	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003388	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003389	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_100339	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
k141_1003390	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003391	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003392	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
k141_1003393	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0
k141_1003394	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
